Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
real-techniques-sparkle-on-the-go-limited-edition-brush-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/RTbrushes.webp?v=1782382796,3,"",,,,,,,,
elf-power-grip-primer-24-ml-full-size,ELF | Power Grip Primer - 24 ml Full Size,"<p class=""MsoNormal"">Your makeup? It’s not going anywhere. Prep skin with this gel-based face primer that has the power to grip your makeup while giving skin a soft-focus effect for a smoother complexion. Infused with powerhouse ingredients like Hyaluronic Acid, this makeup primer moisturizes, preps, and smoothes to perfection, improving the look and feel of your skin. The formula goes on clear, making it the ideal makeup application base for all skin types and skin tones.</p> <p class=""MsoListParagraphCxSpMiddle"">Master Dupe</p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2047.00,4760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/power-grip-1.webp?v=1782382795,1,"",false,,,,kg,,,draft
elf-power-grip-primer-24-ml-full-size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/power-grip-3.webp?v=1782382795,2,"",,,,,,,,
elf-power-grip-primer-24-ml-full-size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/power-grip-2.webp?v=1782382794,3,"",,,,,,,,
elf-power-grip-primer-24-ml-full-size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Elfprimerrr.webp?v=1782382795,4,"",,,,,,,,
gisou-hydrating-lip-oil,GISOU | Hydrating Lip Oil,"<p>Master Dupe - Experience the sugary sweetness of crisp, fresh watermelon and honey through deliciously clear hydrating lips.</p> <p>Simply glide this ultra hydrating formula, over 97% natural, onto bare lips to unveil smooth, glossy and irresistible lips.</p> <p><br></p>",GlowGlamByMimi,,"","",false,Shade,Honey Gold,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Gisou-honey-infused-lip-oil.png?v=1782382794,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_76.jpg?v=1782382794,kg,,,draft
gisou-hydrating-lip-oil,,,,,,,,,Watermelon Sugar,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gisou_swatch.jpg?v=1782382794,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_77.jpg?v=1782382794,kg,,,
gisou-hydrating-lip-oil,,,,,,,,,Cherry on Cake,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_76.jpg?v=1782382794,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_23.jpg?v=1782382794,kg,,,
gisou-hydrating-lip-oil,,,,,,,,,Mango Passion  Punch,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/PDP_Gisou_HoneyInfused_HILO_4_600x750_crop_center_2x_a1a9543f-f0b3-4f1a-8541-b17155569ec3.webp?v=1782382794,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_24.jpg?v=1782382794,kg,,,
gisou-hydrating-lip-oil,,,,,,,,,Strawberry Sorbet,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_23.jpg?v=1782382794,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/stawberry_sorbet.jpg?v=1782382794,kg,,,
gisou-hydrating-lip-oil,,,,,,,,,Coconut Frost,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gisouuuuu.webp?v=1782382794,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_33.jpg?v=1782382794,kg,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_77.jpg?v=1782382794,7,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/PDP_HITLO_WatermelonSugar_3_600x750_crop_center_2x_db459c85-0f9a-4d6a-b1d8-343814fb2a4f.webp?v=1782382794,8,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_24.jpg?v=1782382794,9,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/mango_punchh.webp?v=1782382794,10,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/stawberry_sorbet.jpg?v=1782382794,11,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gisou_strawberry.jpg?v=1782382794,12,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_33.jpg?v=1782382794,13,"",,,,,,,,
gisou-hydrating-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gisou_coconut.jpg?v=1782382794,14,"",,,,,,,,
rare-beauty-liquid-luminizer-highlighter,RARE BEAUTY | Liquid Luminizer Highlighter,"<p>Master Dupe</p> <div data-v-6fff89b1=""""> <p class=""key headlineM"" data-v-6fff89b1="""">What it is:</p> <p class=""value"" data-v-6fff89b1="""">A silky, second-skin liquid highlighter that creates a lasting, soft, and luminous finish.</p> </div> <div data-v-6fff89b1=""""> <p class=""key headlineM"" data-v-6fff89b1="""">What it does:</p> <p class=""value"" data-v-6fff89b1="""">This multidimensional formula, packed with light-reflecting pearl particles and a botanical blend of lotus, gardenia, and white waterlily, lends skin a dewy glow in seconds. Mix this weightless liquid highlighter with foundation or layer it across the high points of the face for instant radiance.</p> </div>",GlowGlamByMimi,,"","",false,Shade,Enlighten - Champagne,,,,,,,,,0.0,,0,deny,manual,1875.00,4360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_78.jpg?v=1782382793,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlam_Website_Images_78.jpg?v=1782382793,kg,,,draft
rare-beauty-liquid-luminizer-highlighter,,,,,,,,,Enchant - Soft Pink,,,,,,,,,0.0,,0,deny,manual,1875.00,4360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/253.jpg?v=1782382793,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/250.jpg?v=1782382793,kg,,,
rare-beauty-liquid-luminizer-highlighter,,,,,,,,,Outshine - True Gold,,,,,,,,,0.0,,0,deny,manual,1875.00,4360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/250.jpg?v=1782382793,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/252.jpg?v=1782382793,kg,,,
rare-beauty-liquid-luminizer-highlighter,,,,,,,,,Transcend - Rose Gold,,,,,,,,,0.0,,0,deny,manual,1875.00,4360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/251.jpg?v=1782382793,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/251.jpg?v=1782382793,kg,,,
rare-beauty-liquid-luminizer-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/252.jpg?v=1782382793,5,"",,,,,,,,
rare-beauty-liquid-luminizer-highlighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rare_beauty_highlighters.webp?v=1782382793,6,"",,,,,,,,
rare-beauty-soft-pinch-blush-liquid-luminizer-duo,RARE BEAUTY | Soft Pinch Blush & Liquid Luminizer Duo,<p>Contact us on instagram: @glowglambymimi for shade customization or write your preferred shades from the available ones in the order notes.</p> <p>Products will be regular size.</p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2821.00,6560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/254.jpg?v=1782382792,1,"",false,,,,kg,,,draft
sol-de-janeiro-cheirosa-62-perfume-mist-90-ml,SOL DE JANEIRO | Cheirosa 62 Perfume Mist - 90 ml,"<div><span>Experience the sweet sensation of our iconic perfume mist, with delicious notes of pistachio, salted caramel, and vanilla. Feels like summer all year round.</span></div> <div><span></span></div> <div>Master Dupe</div>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2391.00,5560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/sol62.jpg?v=1782382791,1,"",false,,,,kg,,,draft
sol-de-janeiro-cheirosa-62-perfume-mist-90-ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/cheriosa_62_tpr.webp?v=1782382791,2,"",,,,,,,,
sol-de-janeiro-cheirosa-71-perfume-mist-90ml,SOL DE JANEIRO | Cheirosa 71 Perfume Mist - 90ml,<p><span>A deliciously voluptuous hair and body fragrance with warm and welcoming notes of caramelized vanilla and toasted macadamia nut to satisfy every craving.</span><span></span></p> <p><span>Master Dupe</span></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2391.00,5560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/sol71.jpg?v=1782382790,1,"",false,,,,kg,,,draft
sol-de-janeiro-cheirosa-71-perfume-mist-90ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SOLDEJANEIRO-BrazilianCrushCheirosa_71CaramelizedVanilla_Macadamia_Lifector1.webp?v=1782382790,2,"",,,,,,,,
sol-de-janeiro-cheirosa-40-perfume-mist-90ml,SOL DE JANEIRO | Cheirosa 40 Perfume Mist - 90ml,"<p><span>A floral gourmand perfume mist with intoxicating yet delicate notes of black amber plum, vanilla woods, and jasmine blooms.</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2391.00,5560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/sol40.jpg?v=1782382789,1,"",false,,,,kg,,,draft
sol-de-janeiro-cheirosa-40-perfume-mist-90ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Brazilian_Crush_Cheirosa_40_540x_740921f0-a4f4-4556-85ba-ca6ab7adc7b7.webp?v=1782382789,2,"",,,,,,,,
chanel-bleu-de-chanel-perfume-edp-100-ml,CHANEL | Bleu de Chanel Perfume EDP - 100 ml,"<p><span>Wishing to give a woodsy, sweet-smelling fragrance to the man who consistently defies convention, rejects show, and finds fulfillment in the unexpected. The interest is best suited to his scent. A bold blend of citrus and woods that awakens the senses, is fresh, clean, highly stimulating, and a clear declaration of confidence and desire. It’s a very sophisticated scent that gets compliments throughout the day.</span></p> <p><span>Master Dupe.</span></p>",GlowGlamByMimi,,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/bleudechanel.jpg?v=1782382788,1,"",false,,,,kg,,,active
chanel-bleu-de-chanel-perfume-edp-100-ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/chanelbleu.jpg?v=1782382788,2,"",,,,,,,,
dior-backstage-glow-face-palette,DIOR | Backstage Glow Face Palette,"<p><span>The iconic multi-use face makeup palette. These ultrafine textures are concentrated with shimmery pigments can be worn alone or blended together, for a customizable look—from a natural, healthy glow to intense radiance.</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shade,001 - Universal,,,,,,,,,0.0,,0,deny,manual,3320.00,7720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/dior.webp?v=1782382787,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/001_Universal.webp?v=1782382788,kg,,,active
dior-backstage-glow-face-palette,,,,,,,,,002 - Glitz,,,,,,,,,0.0,,0,deny,manual,3320.00,7720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/001_Universal.webp?v=1782382788,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/002_Glitz.webp?v=1782382787,kg,,,
dior-backstage-glow-face-palette,,,,,,,,,003 - Pure Gold,,,,,,,,,0.0,,0,deny,manual,3320.00,7720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/002_Glitz.webp?v=1782382787,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/003_Pure_Gold.webp?v=1782382787,kg,,,
dior-backstage-glow-face-palette,,,,,,,,,004 - Rose Gold,,,,,,,,,0.0,,0,deny,manual,3320.00,7720.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/003_Pure_Gold.webp?v=1782382787,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/004_Rose_Gold.webp?v=1782382788,kg,,,
dior-backstage-glow-face-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/004_Rose_Gold.webp?v=1782382788,5,"",,,,,,,,
kiko-3d-hydra-lipgloss,KIKO | 3d Hydra Lipgloss,"<p><span>Softening lip gloss for shiny, plumped lips. The soft texture feels wonderful, blending into the lips and leaving them smooth and radiant.</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shade,01 - Clear,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/IMG-0670.jpg?v=1782382787,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM0020201800144_PRODUCT_IMAGE.webp?v=1782382786,kg,,,active
kiko-3d-hydra-lipgloss,,,,,,,,,04 - Pearly Peach Rose,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/kiko_3.jpg?v=1782382787,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/4_c34a267c-72c2-4f0b-9d51-9ea9355a7e4d.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,05 - Pearly Pink,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM0020201800144_PRODUCT_IMAGE.webp?v=1782382786,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/5_b70580c4-085b-4119-a12d-b33c2ae22c2c.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,07 - Pink Magnolia,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM0020201801744_PRODUCT_IMAGE.webp?v=1782382786,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/7_7b2ffafa-0486-4881-a7ac-b4a58cc20deb.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,10 - Sparkling Strawberry,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM0020201802044_PRODUCT_IMAGE.webp?v=1782382787,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/10_be6c3a31-2991-4924-8304-4a0a9639565e.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,17 - Pearly Mauve,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM000000188035B_PRODUCT_IMAGE.webp?v=1782382787,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM0020201801744_PRODUCT_IMAGE.webp?v=1782382786,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,18 - Golden Sparkle,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM000000188031B_PRODUCT_IMAGE.webp?v=1782382787,7,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/18_9ead0cf4-fc90-4fc0-92ea-0c303bb78e04.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,19 - Cream Cashmere,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/41_rosy_glares.jpg?v=1782382787,8,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/19_53279b6d-de7b-4677-8f8a-0b685b192efc.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,20 - Chestnut,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/21_b4a2338f-942a-4e96-a9b3-da62640758bc.jpg?v=1782382787,9,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM0020201802044_PRODUCT_IMAGE.webp?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,21 - Brun Rose,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/10_be6c3a31-2991-4924-8304-4a0a9639565e.jpg?v=1782382787,10,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/21_b4a2338f-942a-4e96-a9b3-da62640758bc.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,26 - Sparkling Hibiscus Pink,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/18_9ead0cf4-fc90-4fc0-92ea-0c303bb78e04.jpg?v=1782382787,11,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/26_4f884edf-0c54-4b9a-bd08-5f3c041c5669.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,31 - Pearly Shell,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/19_53279b6d-de7b-4677-8f8a-0b685b192efc.jpg?v=1782382787,12,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM000000188031B_PRODUCT_IMAGE.webp?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,32 - Pearly Natural Rose,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/26_4f884edf-0c54-4b9a-bd08-5f3c041c5669.jpg?v=1782382787,13,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/32_96c21853-4eab-407d-b9f6-806758daffe4.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,35 - Pearly Warm Mauve,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/32_96c21853-4eab-407d-b9f6-806758daffe4.jpg?v=1782382787,14,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/KM000000188035B_PRODUCT_IMAGE.webp?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,41 - Rosy Glares,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/4_c34a267c-72c2-4f0b-9d51-9ea9355a7e4d.jpg?v=1782382787,15,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/41_rosy_glares.jpg?v=1782382787,kg,,,
kiko-3d-hydra-lipgloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/5_b70580c4-085b-4119-a12d-b33c2ae22c2c.jpg?v=1782382787,16,"",,,,,,,,
kiko-3d-hydra-lipgloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/7_7b2ffafa-0486-4881-a7ac-b4a58cc20deb.jpg?v=1782382787,17,"",,,,,,,,
nars-powder-blush,NARS | Powder Blush,"<p><span>Pure Pigment Blend, an innovative combination of four types of pigment, achieves high-impact, true-color payoff. Irresistibly silky, blendable formula glides on smoothly and evenly while helping to blur the look of imperfections.</span></p> <p><span>Master Dupe</span></p>",GlowGlamByMimi,,"","",true,Shades,Orgasm,,,,,,,,,0.0,,0,deny,manual,2219.00,5160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images.jpg?v=1782382786,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NARSorgasm.jpg?v=1782382786,kg,,,active
nars-powder-blush,,,,,,,,,Deep Throat,,,,,,,,,0.0,,0,deny,manual,2219.00,5160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/nars-blush-hero-060624-v2.webp?v=1782382785,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NARSdeepthroat.jpg?v=1782382786,kg,,,
nars-powder-blush,,,,,,,,,Taj Mahal,,,,,,,,,0.0,,0,deny,manual,2219.00,5160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NARSorgasm.jpg?v=1782382786,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NARStajmahal.jpg?v=1782382786,kg,,,
nars-powder-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NARSdeepthroat.jpg?v=1782382786,4,"",,,,,,,,
nars-powder-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NARStajmahal.jpg?v=1782382786,5,"",,,,,,,,
summer-fridays-dream-lip-oil,Summer Fridays | Dream Lip Oil,<p><span>A plush lip oil that glides on like a dream to deliver high-shine tint and intense hydration.</span></p> <p><span><b>Suggested Usage:<br></b>- Apply to bare lips or layer over your favorite lip color or liner for added dimension.</span></p> <p><span>Master Dupe.</span></p>,GlowGlamByMimi,,"","",true,Shade,Rosewood Nights,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-01-25T080654.233.jpg?v=1782382785,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rosewood.webp?v=1782382785,kg,,,active
summer-fridays-dream-lip-oil,,,,,,,,,Soft Mauve,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-01-21T155749.689.jpg?v=1782382785,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/soft_mauve.webp?v=1782382784,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,Pink Cloud,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-01-21T155836.501.jpg?v=1782382785,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/pink_cloud.webp?v=1782382785,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,Blush Dreams,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GG_Website_Images_-_2026-01-21T155819.279.jpg?v=1782382785,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/blush_dreams.webp?v=1782382784,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,Warm Beige,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/soft_mauve.webp?v=1782382784,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/warm_beige.jpg?v=1782382785,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,Rose Bud,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/pink_cloud.webp?v=1782382785,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rose_bud.jpg?v=1782382785,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,Midnight Berry,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rosewood.webp?v=1782382785,7,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/midnight_berry.jpg?v=1782382785,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,Bare Sand,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/blush_dreams.webp?v=1782382784,8,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/bare_sand.jpg?v=1782382785,kg,,,
summer-fridays-dream-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/bare_sand.jpg?v=1782382785,9,"",,,,,,,,
summer-fridays-dream-lip-oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/midnight_berry.jpg?v=1782382785,10,"",,,,,,,,
